,acode,Month,total,airport,city,state,country,lat,long,delayed,fpm,dpf
30,ABQ,11,10203,Albuquerque International,Albuquerque,NM,USA,35.04022222,-106.6091944,1,2913,3.502574665
1505,MAF,2,10050,Midland International,Midland,TX,USA,31.94252778,-102.2019139,1,580,17.32758621
1385,LBB,6,10038,Lubbock International,Lubbock,TX,USA,33.66363889,-101.8227778,1,694,14.46397695
364,BTV,8,10003,Burlington International,Burlington,VT,USA,44.47300361,-73.1503125,1,422,23.70379147
2040,PVD,5,9984,Theodore F Green State,Providence,RI,USA,41.72399917,-71.42822111,1,2649,3.768969422
1844,OMA,9,9966,Eppley Airfield,Omaha,NE,USA,41.30251861,-95.89417306,1,1545,6.450485437
1013,GRR,7,9946,Kent County International,Grand Rapids,MI,USA,42.88081972,-85.52276778,1,966,10.29606625
2031,PSP,6,9940,Palm Springs International,Palm Springs,CA,USA,33.82921556,-116.5062531,1,395,25.16455696
1043,GSP,2,9934,Greenville-Spartanburg,Greer,SC,USA,34.89566722,-82.21885833,1,592,16.78040541
2192,SAV,6,9866,Savannah International,Savannah,GA,USA,32.12758333,-81.20213889,1,636,15.51257862
2200,SBA,4,9796,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,1,526,18.62357414
490,CID,2,9794,Eastern Iowa ,Cedar Rapids,IA,USA,41.88458833,-91.71087222,1,552,17.74275362
182,BDL,5,9742,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833,1,3278,2.971934106
1859,ONT,9,9715,Ontario International,Ontario,CA,USA,34.056,-117.6011944,1,2944,3.299932065
2344,SJU,10,9634,Luis Munoz Marin International,San Juan,PR,USA,18.43941667,-66.00183333,1,1478,6.51826793
2621,XNA,6,9596,Northwest Arkansas Regional,Fayetteville/Springdale/Rogers,AR,USA,36.28186944,-94.30681111,1,495,19.38585859
1263,JAN,3,9559,Jackson International,Jackson,MS,USA,32.31116667,-90.07588889,1,895,10.68044693
1308,KOA,10,9495,Kona International At Keahole,Kailua/Kona,HI,USA,19.73876583,-156.0456314,1,546,17.39010989
2463,SYR,6,9480,Syracuse-Hancock Intl,Syracuse,NY,USA,43.11118694,-76.10631056,1,916,10.34934498
373,BTV,2,9469,Burlington International,Burlington,VT,USA,44.47300361,-73.1503125,1,356,26.59831461
89,AMA,2,9459,Amarillo International,Amarillo,TX,USA,35.2193725,-101.7059272,1,506,18.69367589
718,DSM,8,9454,Des Moines International,Des Moines,IA,USA,41.53493306,-93.66068222,1,797,11.86198243
557,COS,8,9421,City of Colorado Springs Muni,Colorado Springs,CO,USA,38.80580556,-104.70025,1,1110,8.487387387
2243,SDF,12,9383,Louisville International-Standiford ,Louisville,KY,USA,38.17438889,-85.736,1,1624,5.77770936
721,DSM,1,9359,Des Moines International,Des Moines,IA,USA,41.53493306,-93.66068222,1,738,12.68157182
1739,MSN,2,9352,Dane County Regional,Madison,WI,USA,43.13985778,-89.33751361,1,543,17.2228361
591,CVG,10,9337,Cincinnati Northern Kentucky Intl,Covington,KY,USA,39.04614278,-84.6621725,1,4776,1.95498325
2294,SHV,2,9293,Shreveport Regional,Shreveport,LA,USA,32.4466275,-93.82559833,1,505,18.4019802
371,BTV,6,9285,Burlington International,Burlington,VT,USA,44.47300361,-73.1503125,1,420,22.10714286
573,CRP,6,9270,Corpus Christi International,Corpus Christi,TX,USA,27.77036083,-97.50121528,1,464,19.97844828
377,BUF,5,9260,Buffalo Niagara Intl,Buffalo,NY,USA,42.94052472,-78.73216667,1,1981,4.674406865
2298,SHV,3,9255,Shreveport Regional,Shreveport,LA,USA,32.4466275,-93.82559833,1,557,16.61579892
1038,GSP,3,9245,Greenville-Spartanburg,Greer,SC,USA,34.89566722,-82.21885833,1,642,14.40031153
637,DAY,2,9224,James M Cox Dayton Intl,Dayton,OH,USA,39.90237583,-84.219375,1,916,10.069869
712,DSM,5,9190,Des Moines International,Des Moines,IA,USA,41.53493306,-93.66068222,1,784,11.72193878
2624,XNA,3,9159,Northwest Arkansas Regional,Fayetteville/Springdale/Rogers,AR,USA,36.28186944,-94.30681111,1,541,16.9297597
1842,OMA,10,9148,Eppley Airfield,Omaha,NE,USA,41.30251861,-95.89417306,1,1547,5.913380737
1018,GRR,6,9120,Kent County International,Grand Rapids,MI,USA,42.88081972,-85.52276778,1,939,9.712460064
1016,GRR,4,9100,Kent County International,Grand Rapids,MI,USA,42.88081972,-85.52276778,1,980,9.285714286
1441,LIH,10,9091,Lihue,Lihue,HI,USA,21.97598306,-159.3389581,1,593,15.33052277
1035,GSO,5,9037,Piedmont Triad International,Greensboro,NC,USA,36.09774694,-79.9372975,1,1394,6.482783357
1316,KOA,8,9027,Kona International At Keahole,Kailua/Kona,HI,USA,19.73876583,-156.0456314,1,803,11.24159402
1380,LBB,1,9026,Lubbock International,Lubbock,TX,USA,33.66363889,-101.8227778,1,747,12.08299866
1832,OKC,9,9007,Will Rogers World,Oklahoma City,OK,USA,35.39308833,-97.60073389,1,1779,5.062956717
845,FAI,8,8870,Fairbanks International,Fairbanks,AK,USA,64.8136775,-147.8596694,1,585,15.16239316
719,DSM,4,8852,Des Moines International,Des Moines,IA,USA,41.53493306,-93.66068222,1,713,12.41514727
1125,HRL,6,8815,Valley International,Harlingen,TX,USA,26.22850611,-97.65439389,1,447,19.72035794
1817,OGG,9,8797,Kahului,Kahului,HI,USA,20.89864972,-156.4304578,1,1289,6.824670287
1386,LBB,3,8785,Lubbock International,Lubbock,TX,USA,33.66363889,-101.8227778,1,747,11.76037483
1122,HRL,1,8782,Valley International,Harlingen,TX,USA,26.22850611,-97.65439389,1,451,19.47228381
1625,MHT,12,8745,Manchester,Manchester,NH,USA,42.93451639,-71.43705583,1,1265,6.913043478
749,EGE,3,8741,Eagle County Regional,Eagle,CO,USA,39.64256778,-106.9176953,1,335,26.09253731
1531,MCI,11,8626,Kansas City International,Kansas City,MO,USA,39.29760528,-94.71390556,1,4420,1.95158371
2051,PWM,4,8578,Portland International Jetport,Portland,ME,USA,43.64616667,-70.30875,1,840,10.21190476
2466,SYR,8,8537,Syracuse-Hancock Intl,Syracuse,NY,USA,43.11118694,-76.10631056,1,954,8.948637317
1649,MKE,4,8530,General Mitchell International,Milwaukee,WI,USA,42.94722222,-87.89658333,1,1565,5.450479233
571,CRP,3,8416,Corpus Christi International,Corpus Christi,TX,USA,27.77036083,-97.50121528,1,473,17.79281184
1126,HRL,3,8386,Valley International,Harlingen,TX,USA,26.22850611,-97.65439389,1,472,17.76694915
863,FAT,6,8359,Fresno Yosemite International,Fresno,CA,USA,36.77619444,-119.7181389,1,385,21.71168831
1299,JNU,5,8354,Juneau International,Juneau,AK,USA,58.35496194,-134.5762764,1,352,23.73295455
2533,TUS,9,8317,Tucson International,Tucson,AZ,USA,32.11608333,-110.9410278,1,1647,5.049787492
2531,TUL,9,8314,Tulsa International,Tulsa,OK,USA,36.19837222,-95.88824167,1,1876,4.431769723
1644,MKE,12,8264,General Mitchell International,Milwaukee,WI,USA,42.94722222,-87.89658333,1,1343,6.153387937
1695,MOB,3,8242,Mobile Regional,Mobile,AL,USA,30.69141667,-88.24283333,1,371,22.21563342
2081,RDU,10,8239,Raleigh-Durham International,Raleigh,NC,USA,35.87763889,-78.78747222,1,3439,2.39575458
1112,HPN,1,8199,Westchester Cty,White Plains,NY,USA,41.06695778,-73.70757444,1,642,12.77102804
2182,SAV,3,8153,Savannah International,Savannah,GA,USA,32.12758333,-81.20213889,1,527,15.47058824
715,DSM,7,8121,Des Moines International,Des Moines,IA,USA,41.53493306,-93.66068222,1,819,9.915750916
2521,TUL,12,8110,Tulsa International,Tulsa,OK,USA,36.19837222,-95.88824167,1,1679,4.830256105
1313,KOA,5,8102,Kona International At Keahole,Kailua/Kona,HI,USA,19.73876583,-156.0456314,1,766,10.5770235
1115,HPN,4,8049,Westchester Cty,White Plains,NY,USA,41.06695778,-73.70757444,1,643,12.51788491
1509,MAF,1,8008,Midland International,Midland,TX,USA,31.94252778,-102.2019139,1,648,12.35802469
178,BDL,10,8004,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833,1,2495,3.208016032
1042,GSP,6,8001,Greenville-Spartanburg,Greer,SC,USA,34.89566722,-82.21885833,1,656,12.19664634
1022,GRR,5,7958,Kent County International,Grand Rapids,MI,USA,42.88081972,-85.52276778,1,1010,7.879207921
1302,JNU,9,7931,Juneau International,Juneau,AK,USA,58.35496194,-134.5762764,1,410,19.34390244
1181,ICT,6,7898,Wichita Mid-Continent,Wichita,KS,USA,37.64995889,-97.43304583,1,691,11.42981187
630,DAY,5,7888,James M Cox Dayton Intl,Dayton,OH,USA,39.90237583,-84.219375,1,989,7.975733064
1512,MAF,5,7881,Midland International,Midland,TX,USA,31.94252778,-102.2019139,1,639,12.33333333
2290,SHV,6,7843,Shreveport Regional,Shreveport,LA,USA,32.4466275,-93.82559833,1,537,14.60521415
1562,MDT,6,7826,Harrisburg Intl,Harrisburg,PA,USA,40.19349528,-76.76340361,1,604,12.95695364
1222,ISP,4,7729,Long Island - MacArthur,Islip,NY,USA,40.7952425,-73.10021194,1,964,8.017634855
576,CRP,8,7722,Corpus Christi International,Corpus Christi,TX,USA,27.77036083,-97.50121528,1,484,15.95454545
90,AMA,1,7701,Amarillo International,Amarillo,TX,USA,35.2193725,-101.7059272,1,590,13.05254237
1110,HPN,10,7693,Westchester Cty,White Plains,NY,USA,41.06695778,-73.70757444,1,602,12.77906977
843,FAI,10,7682,Fairbanks International,Fairbanks,AK,USA,64.8136775,-147.8596694,1,413,18.60048426
846,FAI,2,7676,Fairbanks International,Fairbanks,AK,USA,64.8136775,-147.8596694,1,343,22.37900875
1452,LIT,12,7670,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,1,1163,6.595012898
354,BTR,3,7624,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444,1,553,13.78661844
365,BTV,1,7613,Burlington International,Burlington,VT,USA,44.47300361,-73.1503125,1,391,19.47058824
1172,ICT,3,7563,Wichita Mid-Continent,Wichita,KS,USA,37.64995889,-97.43304583,1,711,10.6371308
1111,HPN,3,7543,Westchester Cty,White Plains,NY,USA,41.06695778,-73.70757444,1,630,11.97301587
636,DAY,4,7523,James M Cox Dayton Intl,Dayton,OH,USA,39.90237583,-84.219375,1,913,8.239868565
357,BTR,6,7517,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444,1,326,23.05828221
2248,SDF,10,7506,Louisville International-Standiford ,Louisville,KY,USA,38.17438889,-85.736,1,1541,4.870863076
228,BHM,12,7501,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972,1,1411,5.316087881
2617,XNA,11,7469,Northwest Arkansas Regional,Fayetteville/Springdale/Rogers,AR,USA,36.28186944,-94.30681111,1,398,18.76633166
1261,JAN,1,7441,Jackson International,Jackson,MS,USA,32.31116667,-90.07588889,1,888,8.379504505
385,BUF,10,7398,Buffalo Niagara Intl,Buffalo,NY,USA,42.94052472,-78.73216667,1,1281,5.775175644
771,ELP,11,7382,El Paso International,El Paso,TX,USA,31.80666667,-106.3778056,1,1648,4.479368932
85,AMA,3,7381,Amarillo International,Amarillo,TX,USA,35.2193725,-101.7059272,1,560,13.18035714
841,FAI,12,7361,Fairbanks International,Fairbanks,AK,USA,64.8136775,-147.8596694,1,402,18.31094527
1693,MOB,2,7329,Mobile Regional,Mobile,AL,USA,30.69141667,-88.24283333,1,336,21.8125
836,FAI,6,7326,Fairbanks International,Fairbanks,AK,USA,64.8136775,-147.8596694,1,540,13.56666667
568,CRP,12,7248,Corpus Christi International,Corpus Christi,TX,USA,27.77036083,-97.50121528,1,338,21.44378698
500,CLE,10,7247,Cleveland-Hopkins Intl,Cleveland,OH,USA,41.41089417,-81.84939667,1,3849,1.882826708
1177,ICT,8,7223,Wichita Mid-Continent,Wichita,KS,USA,37.64995889,-97.43304583,1,718,10.05988858
1124,HRL,8,7144,Valley International,Harlingen,TX,USA,26.22850611,-97.65439389,1,457,15.63238512
958,GEG,5,7133,Spokane Intl,Spokane,WA,USA,47.61985556,-117.5338425,1,1025,6.95902439
353,BTR,1,7070,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444,1,549,12.87795993
1117,HPN,5,7056,Westchester Cty,White Plains,NY,USA,41.06695778,-73.70757444,1,713,9.896213184
1822,OKC,11,7054,Will Rogers World,Oklahoma City,OK,USA,35.39308833,-97.60073389,1,1609,4.384089497
2625,XNA,4,6943,Northwest Arkansas Regional,Fayetteville/Springdale/Rogers,AR,USA,36.28186944,-94.30681111,1,494,14.05465587
2035,PSP,11,6941,Palm Springs International,Palm Springs,CA,USA,33.82921556,-116.5062531,1,572,12.13461538
2526,TUL,10,6937,Tulsa International,Tulsa,OK,USA,36.19837222,-95.88824167,1,1787,3.881925014
2027,PSP,7,6930,Palm Springs International,Palm Springs,CA,USA,33.82921556,-116.5062531,1,375,18.48
2286,SGF,2,6908,Springfield-Branson Regional,Springfield,MO,USA,37.24432611,-93.38685806,1,412,16.76699029
286,BOI,6,6905,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778,1,1035,6.671497585
2473,SYR,7,6898,Syracuse-Hancock Intl,Syracuse,NY,USA,43.11118694,-76.10631056,1,953,7.238195173
1559,MDT,8,6890,Harrisburg Intl,Harrisburg,PA,USA,40.19349528,-76.76340361,1,624,11.04166667
1744,MSN,4,6871,Dane County Regional,Madison,WI,USA,43.13985778,-89.33751361,1,552,12.44746377
1295,JNU,10,6862,Juneau International,Juneau,AK,USA,58.35496194,-134.5762764,1,337,20.3620178
2246,SDF,9,6848,Louisville International-Standiford ,Louisville,KY,USA,38.17438889,-85.736,1,1645,4.162917933
72,ALB,4,6847,Albany Cty,Albany,NY,USA,42.74811944,-73.80297861,1,1384,4.947254335
2552,TVC,7,6804,Cherry Capital,Traverse City,MI,USA,44.74144472,-85.582235,1,323,21.06501548
1224,ISP,5,6730,Long Island - MacArthur,Islip,NY,USA,40.7952425,-73.10021194,1,1039,6.477382098
577,CRP,11,6724,Corpus Christi International,Corpus Christi,TX,USA,27.77036083,-97.50121528,1,354,18.99435028
1742,MSN,1,6627,Dane County Regional,Madison,WI,USA,43.13985778,-89.33751361,1,592,11.19425676
2108,RNO,10,6580,Reno/Tahoe International,Reno,NV,USA,39.49857611,-119.7680647,1,2050,3.209756098
2204,SBA,6,6578,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,1,533,12.34146341
92,AMA,6,6562,Amarillo International,Amarillo,TX,USA,35.2193725,-101.7059272,1,486,13.50205761
494,CID,4,6561,Eastern Iowa ,Cedar Rapids,IA,USA,41.88458833,-91.71087222,1,552,11.88586957
574,CRP,10,6553,Corpus Christi International,Corpus Christi,TX,USA,27.77036083,-97.50121528,1,471,13.91295117
713,DSM,3,6540,Des Moines International,Des Moines,IA,USA,41.53493306,-93.66068222,1,756,8.650793651
1925,PBI,12,6537,Palm Beach International,West Palm Beach,FL,USA,26.68316194,-80.09559417,1,2039,3.205983325
2149,RSW,5,6443,Southwest Florida International,Ft. Myers,FL,USA,26.53616667,-81.75516667,1,1537,4.191932336
533,CMH,10,6443,Port Columbus Intl,Columbus,OH,USA,39.99798528,-82.89188278,1,2957,2.178897531
570,CRP,1,6441,Corpus Christi International,Corpus Christi,TX,USA,27.77036083,-97.50121528,1,473,13.61733615
2202,SBA,1,6436,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,1,550,11.70181818
2551,TVC,8,6385,Cherry Capital,Traverse City,MI,USA,44.74144472,-85.582235,1,319,20.01567398
575,CRP,2,6380,Corpus Christi International,Corpus Christi,TX,USA,27.77036083,-97.50121528,1,428,14.90654206
483,CHS,3,6367,Charleston AFB/International,Charleston,SC,USA,32.89864639,-80.04050583,1,588,10.82823129
2295,SHV,1,6346,Shreveport Regional,Shreveport,LA,USA,32.4466275,-93.82559833,1,556,11.41366906
435,CAE,6,6310,Columbia Metropolitan,Columbia,SC,USA,33.93884,-81.11953944,1,329,19.17933131
864,FAT,8,6305,Fresno Yosemite International,Fresno,CA,USA,36.77619444,-119.7181389,1,399,15.80200501
1176,ICT,4,6280,Wichita Mid-Continent,Wichita,KS,USA,37.64995889,-97.43304583,1,686,9.15451895
626,DAY,1,6259,James M Cox Dayton Intl,Dayton,OH,USA,39.90237583,-84.219375,1,1072,5.838619403
1382,LBB,11,6225,Lubbock International,Lubbock,TX,USA,33.66363889,-101.8227778,1,604,10.30629139
2057,PWM,12,6225,Portland International Jetport,Portland,ME,USA,43.64616667,-70.30875,1,614,10.13843648
1130,HRL,12,6224,Valley International,Harlingen,TX,USA,26.22850611,-97.65439389,1,302,20.60927152
1023,GRR,3,6203,Kent County International,Grand Rapids,MI,USA,42.88081972,-85.52276778,1,949,6.536354057
370,BTV,7,6193,Burlington International,Burlington,VT,USA,44.47300361,-73.1503125,1,449,13.79287305
485,CID,1,6190,Eastern Iowa ,Cedar Rapids,IA,USA,41.88458833,-91.71087222,1,607,10.19769357
2472,SYR,4,6150,Syracuse-Hancock Intl,Syracuse,NY,USA,43.11118694,-76.10631056,1,1049,5.862726406
1306,JNU,4,6145,Juneau International,Juneau,AK,USA,58.35496194,-134.5762764,1,301,20.41528239
1516,MAF,4,6106,Midland International,Midland,TX,USA,31.94252778,-102.2019139,1,621,9.83252818
1647,MKE,3,6104,General Mitchell International,Milwaukee,WI,USA,42.94722222,-87.89658333,1,1613,3.784252945
1282,JAX,11,6100,Jacksonville International,Jacksonville,FL,USA,30.49405556,-81.68786111,1,1908,3.19706499
2279,SGF,6,6032,Springfield-Branson Regional,Springfield,MO,USA,37.24432611,-93.38685806,1,440,13.70909091
1507,MAF,7,5989,Midland International,Midland,TX,USA,31.94252778,-102.2019139,1,650,9.213846154
1618,MHT,4,5984,Manchester,Manchester,NH,USA,42.93451639,-71.43705583,1,1354,4.419497784
1312,KOA,9,5982,Kona International At Keahole,Kailua/Kona,HI,USA,19.73876583,-156.0456314,1,698,8.570200573
835,FAI,9,5935,Fairbanks International,Fairbanks,AK,USA,64.8136775,-147.8596694,1,481,12.33887734
399,BUR,9,5931,Burbank-Glendale-Pasadena,Burbank,CA,USA,34.20061917,-118.3584969,1,2229,2.660834455
962,GEG,11,5879,Spokane Intl,Spokane,WA,USA,47.61985556,-117.5338425,1,960,6.123958333
176,BDL,9,5855,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833,1,2863,2.045057632
1132,HRL,10,5849,Valley International,Harlingen,TX,USA,26.22850611,-97.65439389,1,410,14.26585366
1141,HSV,2,5843,Huntsville International ,Huntsville,AL,USA,34.6404475,-86.77310944,1,494,11.82793522
1093,HNL,12,5738,Honolulu International,Honolulu,HI,USA,21.31869111,-157.9224072,1,830,6.913253012
1389,LBB,12,5706,Lubbock International,Lubbock,TX,USA,33.66363889,-101.8227778,1,600,9.51
1040,GSP,7,5677,Greenville-Spartanburg,Greer,SC,USA,34.89566722,-82.21885833,1,663,8.562594268
2184,SAV,5,5662,Savannah International,Savannah,GA,USA,32.12758333,-81.20213889,1,620,9.132258065
1270,JAN,5,5662,Jackson International,Jackson,MS,USA,32.31116667,-90.07588889,1,818,6.921760391
2190,SAV,2,5636,Savannah International,Savannah,GA,USA,32.12758333,-81.20213889,1,475,11.86526316
541,CMH,11,5593,Port Columbus Intl,Columbus,OH,USA,39.99798528,-82.89188278,1,2888,1.936634349
2588,TYS,6,5587,McGhee-Tyson,Knoxville,TN,USA,35.81248722,-83.99285583,1,540,10.3462963
1565,MDT,7,5585,Harrisburg Intl,Harrisburg,PA,USA,40.19349528,-76.76340361,1,621,8.993558776
219,BGR,5,5536,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889,1,327,16.92966361
1447,LIH,6,5499,Lihue,Lihue,HI,USA,21.97598306,-159.3389581,1,813,6.763837638
1180,ICT,5,5483,Wichita Mid-Continent,Wichita,KS,USA,37.64995889,-97.43304583,1,711,7.711673699
2205,SBA,9,5480,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,1,533,10.28142589
1448,LIH,8,5473,Lihue,Lihue,HI,USA,21.97598306,-159.3389581,1,834,6.56235012
2623,XNA,5,5446,Northwest Arkansas Regional,Fayetteville/Springdale/Rogers,AR,USA,36.28186944,-94.30681111,1,512,10.63671875
1381,LBB,8,5416,Lubbock International,Lubbock,TX,USA,33.66363889,-101.8227778,1,725,7.470344828
486,CID,7,5395,Eastern Iowa ,Cedar Rapids,IA,USA,41.88458833,-91.71087222,1,666,8.100600601
1387,LBB,5,5393,Lubbock International,Lubbock,TX,USA,33.66363889,-101.8227778,1,714,7.553221289
1280,JAX,10,5382,Jacksonville International,Jacksonville,FL,USA,30.49405556,-81.68786111,1,1958,2.748723187
952,GEG,10,5373,Spokane Intl,Spokane,WA,USA,47.61985556,-117.5338425,1,980,5.482653061
1454,LIT,5,5348,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,1,1366,3.915080527
2622,XNA,8,5344,Northwest Arkansas Regional,Fayetteville/Springdale/Rogers,AR,USA,36.28186944,-94.30681111,1,518,10.31660232
7,ABE,8,5330,Lehigh Valley International,Allentown,PA,USA,40.65236278,-75.44040167,1,484,11.01239669
229,BHM,9,5328,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972,1,1510,3.528476821
1267,JAN,11,5291,Jackson International,Jackson,MS,USA,32.31116667,-90.07588889,1,519,10.19460501
2524,TUL,11,5277,Tulsa International,Tulsa,OK,USA,36.19837222,-95.88824167,1,1695,3.113274336
1129,HRL,7,5265,Valley International,Harlingen,TX,USA,26.22850611,-97.65439389,1,459,11.47058824
2406,SRQ,2,5162,Sarasota Bradenton International,Sarasota,FL,USA,27.39533333,-82.55411111,1,481,10.73180873
2620,XNA,9,5152,Northwest Arkansas Regional,Fayetteville/Springdale/Rogers,AR,USA,36.28186944,-94.30681111,1,486,10.60082305
1557,MDT,5,5143,Harrisburg Intl,Harrisburg,PA,USA,40.19349528,-76.76340361,1,641,8.023400936
2291,SHV,8,5138,Shreveport Regional,Shreveport,LA,USA,32.4466275,-93.82559833,1,557,9.224416517
77,ALB,5,5123,Albany Cty,Albany,NY,USA,42.74811944,-73.80297861,1,1452,3.528236915
2249,SDF,4,5103,Louisville International-Standiford ,Louisville,KY,USA,38.17438889,-85.736,1,1749,2.917667238
1121,HPN,12,5096,Westchester Cty,White Plains,NY,USA,41.06695778,-73.70757444,1,474,10.75105485
9,ABE,5,5087,Lehigh Valley International,Allentown,PA,USA,40.65236278,-75.44040167,1,518,9.82046332
2586,TYS,8,5085,McGhee-Tyson,Knoxville,TN,USA,35.81248722,-83.99285583,1,558,9.112903226
2398,SRQ,4,5051,Sarasota Bradenton International,Sarasota,FL,USA,27.39533333,-82.55411111,1,498,10.14257028
2044,PVD,9,5032,Theodore F Green State,Providence,RI,USA,41.72399917,-71.42822111,1,2514,2.00159109
1449,LIH,3,5014,Lihue,Lihue,HI,USA,21.97598306,-159.3389581,1,815,6.152147239
384,BUF,11,5014,Buffalo Niagara Intl,Buffalo,NY,USA,42.94052472,-78.73216667,1,1169,4.289136014
844,FAI,1,5006,Fairbanks International,Fairbanks,AK,USA,64.8136775,-147.8596694,1,412,12.15048544
491,CID,6,4967,Eastern Iowa ,Cedar Rapids,IA,USA,41.88458833,-91.71087222,1,643,7.724727838
476,CHS,6,4965,Charleston AFB/International,Charleston,SC,USA,32.89864639,-80.04050583,1,521,9.52975048
2186,SAV,7,4955,Savannah International,Savannah,GA,USA,32.12758333,-81.20213889,1,652,7.599693252
2300,SHV,5,4953,Shreveport Regional,Shreveport,LA,USA,32.4466275,-93.82559833,1,553,8.956600362
1297,JNU,1,4938,Juneau International,Juneau,AK,USA,58.35496194,-134.5762764,1,310,15.92903226
837,FAI,3,4933,Fairbanks International,Fairbanks,AK,USA,64.8136775,-147.8596694,1,381,12.94750656
840,FAI,5,4910,Fairbanks International,Fairbanks,AK,USA,64.8136775,-147.8596694,1,482,10.18672199
830,EYW,1,4899,Key West International,Key West,FL,USA,24.55611111,-81.75955556,1,311,15.75241158
825,EYW,4,4861,Key West International,Key West,FL,USA,24.55611111,-81.75955556,1,305,15.93770492
569,CRP,7,4842,Corpus Christi International,Corpus Christi,TX,USA,27.77036083,-97.50121528,1,475,10.19368421
12,ABE,6,4826,Lehigh Valley International,Allentown,PA,USA,40.65236278,-75.44040167,1,466,10.35622318
83,AMA,7,4823,Amarillo International,Amarillo,TX,USA,35.2193725,-101.7059272,1,505,9.55049505
1992,PNS,3,4784,Pensacola Regional,Pensacola,FL,USA,30.47330556,-87.18744444,1,486,9.843621399
363,BTR,5,4759,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444,1,509,9.349705305
859,FAT,7,4744,Fresno Yosemite International,Fresno,CA,USA,36.77619444,-119.7181389,1,397,11.94962217
2301,SHV,4,4744,Shreveport Regional,Shreveport,LA,USA,32.4466275,-93.82559833,1,539,8.80148423
1736,MSN,3,4715,Dane County Regional,Madison,WI,USA,43.13985778,-89.33751361,1,601,7.845257903
2584,TYS,3,4712,McGhee-Tyson,Knoxville,TN,USA,35.81248722,-83.99285583,1,485,9.715463918
1383,LBB,7,4697,Lubbock International,Lubbock,TX,USA,33.66363889,-101.8227778,1,716,6.560055866
1696,MOB,1,4695,Mobile Regional,Mobile,AL,USA,30.69141667,-88.24283333,1,368,12.75815217
1171,ICT,1,4682,Wichita Mid-Continent,Wichita,KS,USA,37.64995889,-97.43304583,1,713,6.566619916
2532,TUS,11,4576,Tucson International,Tucson,AZ,USA,32.11608333,-110.9410278,1,1335,3.427715356
1515,MAF,11,4572,Midland International,Midland,TX,USA,31.94252778,-102.2019139,1,575,7.951304348
1887,ORF,9,4561,Norfolk International,Norfolk,VA,USA,36.89461111,-76.20122222,1,1521,2.998685076
2536,TUS,10,4538,Tucson International,Tucson,AZ,USA,32.11608333,-110.9410278,1,1638,2.77045177
93,AMA,12,4501,Amarillo International,Amarillo,TX,USA,35.2193725,-101.7059272,1,483,9.31884058
1248,ITO,3,4489,Hilo International,Hilo,HI,USA,19.72026306,-155.0484703,1,434,10.34331797
2407,SRQ,1,4489,Sarasota Bradenton International,Sarasota,FL,USA,27.39533333,-82.55411111,1,554,8.102888087
1036,GSP,8,4443,Greenville-Spartanburg,Greer,SC,USA,34.89566722,-82.21885833,1,666,6.671171171
1027,GSO,12,4416,Piedmont Triad International,Greensboro,NC,USA,36.09774694,-79.9372975,1,873,5.058419244
2356,SLC,10,4398,Salt Lake City Intl,Salt Lake City,UT,USA,40.78838778,-111.9777731,1,5893,0.74630918
84,AMA,11,4393,Amarillo International,Amarillo,TX,USA,35.2193725,-101.7059272,1,472,9.30720339
2433,STT,1,4380,Cyril E. King,Charlotte Amalie,VI,USA,18.33730556,-64.97336111,1,330,13.27272727
352,BTR,12,4352,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444,1,349,12.46991404
2,ABE,2,4328,Lehigh Valley International,Allentown,PA,USA,40.65236278,-75.44040167,1,468,9.247863248
572,CRP,4,4307,Corpus Christi International,Corpus Christi,TX,USA,27.77036083,-97.50121528,1,462,9.322510823
356,BTR,8,4306,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444,1,364,11.82967033
1451,LIT,9,4253,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,1,1300,3.271538462
563,COS,11,4248,City of Colorado Springs Muni,Colorado Springs,CO,USA,38.80580556,-104.70025,1,692,6.138728324
2616,XNA,10,4247,Northwest Arkansas Regional,Fayetteville/Springdale/Rogers,AR,USA,36.28186944,-94.30681111,1,475,8.941052632
